file,measure,pitch,fingering,part,midi,has_annotation,interval,abs_interval,measure_position,measure_length,measure_position_norm,hand_encoding,prev_fingering,next_fingering,is_black_key,is_step_motion,is_large_jump,octave,is_high_register,is_low_register,is_ascending,is_descending,finger_span,hand_position,in_scale_pattern,is_first_in_measure,is_last_in_measure,pp_speed_cost,pp_hand_stretch,pp_forbidden,pp_black_penalty,pp_prediction,pp_confidence
annotated_piano17_cmajor_page1,8,D4,4.0,P1,62,True,2.0,2.0,0,3,0.0,0,3.0,5.0,0,1,0,5,0,0,1,0,2.0,58.6,0,1,0,1.1111111111111112,0.75,1,1.0,3,0.7601010101010102
annotated_piano17_cmajor_page1,8,E4,5.0,P1,64,True,2.0,2.0,1,3,0.3333333333333333,0,4.0,3.0,0,1,0,5,0,0,1,0,2.0,59.6,0,0,0,1.25,0.75,1,1.0,4,0.7458655179243415
annotated_piano17_cmajor_page1,8,C4,3.0,P1,60,True,-4.0,4.0,2,3,0.6666666666666666,0,5.0,4.0,0,0,0,5,0,0,0,1,4.0,60.2,0,0,1,0.9090909090909091,0.5833333333333334,0,1.0,5,0.10299378589819785
annotated_piano17_cmajor_page1,9,D4,4.0,P1,62,True,2.0,2.0,0,2,0.0,0,3.0,1.0,0,1,0,5,0,0,1,0,2.0,61.6,0,1,0,1.1111111111111112,0.5833333333333334,1,1.0,3,0.7478151614181027
annotated_piano17_cmajor_page1,9,G3,1.0,P1,55,True,-7.0,7.0,1,2,0.5,0,4.0,4.0,0,0,0,4,0,1,0,1,7.0,60.6,0,0,1,0.9090909090909091,0.4166666666666667,0,1.0,4,0.5605813032283622
annotated_piano17_cmajor_page1,10,C4,4.0,P1,60,True,5.0,5.0,0,2,0.0,0,1.0,3.0,0,0,0,5,0,0,1,0,5.0,60.2,0,1,0,1.1111111111111112,0.4166666666666667,0,1.0,1,0.6009946276490395
annotated_piano17_cmajor_page1,10,B3,3.0,P1,59,True,-1.0,1.0,1,2,0.5,0,4.0,2.0,0,1,0,4,0,1,0,1,1.0,59.2,0,0,1,0.9090909090909091,0.5833333333333334,1,1.0,4,0.7384723460091107
annotated_piano17_cmajor_page1,11,A3,2.0,P1,57,True,-2.0,2.0,0,3,0.0,0,3.0,1.0,0,1,0,4,0,1,0,1,2.0,58.6,0,1,0,1.0,0.75,1,1.0,3,0.7202014012675779
annotated_piano17_cmajor_page1,11,G3,1.0,P1,55,True,-2.0,2.0,1,3,0.3333333333333333,0,2.0,2.0,0,1,0,4,0,1,0,1,2.0,57.2,1,0,0,0.9090909090909091,0.8333333333333334,0,1.0,2,0.49149584076054675
annotated_piano17_cmajor_page1,11,C4,2.0,P1,60,True,5.0,5.0,2,3,0.6666666666666666,0,1.0,3.0,0,0,0,5,0,0,1,0,5.0,58.2,0,0,1,1.0,0.4166666666666667,0,1.0,1,0.7306056892453952
annotated_piano17_cmajor_page1,12,D4,3.0,P1,62,True,2.0,2.0,0,4,0.0,0,2.0,4.0,0,1,0,5,0,0,1,0,2.0,58.6,0,1,0,0.9090909090909091,0.4166666666666667,1,1.0,2,0.734111952861953
annotated_piano17_cmajor_page1,12,E4,4.0,P1,64,True,2.0,2.0,1,4,0.25,0,3.0,5.0,0,1,0,5,0,0,1,0,2.0,59.6,0,0,0,1.1111111111111112,0.4166666666666667,1,1.0,3,0.6457435878391762
annotated_piano17_cmajor_page1,12,F4,5.0,P1,65,True,1.0,1.0,2,4,0.5,0,4.0,2.0,0,1,0,5,0,0,1,0,1.0,61.2,1,0,0,1.25,0.8333333333333334,1,1.0,4,0.6402969647454942
annotated_piano17_cmajor_page1,12,C4,2.0,P1,60,True,-5.0,5.0,3,4,0.75,0,5.0,3.0,0,0,0,5,0,0,0,1,5.0,62.2,0,0,1,1.0,0.5833333333333334,0,1.0,5,0.14942934244404849
annotated_piano17_cmajor_page1,13,D4,3.0,P1,62,True,2.0,2.0,0,3,0.0,0,2.0,2.0,0,1,0,5,0,0,1,0,2.0,62.6,0,1,0,0.9090909090909091,0.75,1,1.0,2,0.327793870073282
annotated_piano17_cmajor_page1,13,C4,2.0,P1,60,True,-2.0,2.0,1,3,0.3333333333333333,0,3.0,1.0,0,1,0,5,0,0,0,1,2.0,62.2,0,0,0,1.0,0.8333333333333334,1,1.0,3,0.7051086848880967
annotated_piano17_cmajor_page1,13,G3,1.0,P1,55,True,-5.0,5.0,2,3,0.6666666666666666,0,2.0,3.0,0,0,0,4,0,1,0,1,5.0,60.4,0,0,1,0.9090909090909091,0.8333333333333334,0,1.0,2,0.5980175529807885
annotated_piano17_cmajor_page1,14,D4,3.0,P1,62,True,7.0,7.0,0,3,0.0,0,1.0,4.0,0,0,0,5,0,0,1,0,7.0,59.8,0,1,0,0.9090909090909091,0.25,0,1.0,1,0.8011239849475145
annotated_piano17_cmajor_page1,14,E4,4.0,P1,64,True,2.0,2.0,1,3,0.3333333333333333,0,3.0,5.0,0,1,0,5,0,0,1,0,2.0,60.6,0,0,0,1.1111111111111112,0.25,1,1.0,3,0.7886215092097446
annotated_piano17_cmajor_page1,14,F4,5.0,P1,65,True,1.0,1.0,2,3,0.6666666666666666,0,4.0,4.0,0,1,0,5,0,0,1,0,1.0,61.2,0,0,1,1.25,0.25,1,1.0,4,0.6284567488611608
annotated_piano17_cmajor_page1,15,E4,4.0,P1,64,True,-1.0,1.0,0,3,0.0,0,5.0,5.0,0,1,0,5,0,0,0,1,1.0,62.0,0,1,0,1.1111111111111112,0.25,1,1.0,5,0.1469257526242822
annotated_piano17_cmajor_page1,15,F4,5.0,P1,65,True,1.0,1.0,1,3,0.3333333333333333,0,4.0,3.0,0,1,0,5,0,0,1,0,1.0,64.0,0,0,0,1.25,0.5,1,1.0,4,0.6426922410378293
annotated_piano17_cmajor_page1,15,D4,3.0,P1,62,True,-3.0,3.0,2,3,0.6666666666666666,0,5.0,4.0,0,0,0,5,0,0,0,1,3.0,64.0,0,0,1,0.9090909090909091,0.5,0,1.0,5,0.1386939245395128
annotated_piano17_cmajor_page1,16,E4,4.0,P1,64,True,2.0,2.0,0,3,0.0,0,3.0,5.0,0,1,0,5,0,0,1,0,2.0,64.0,0,1,0,1.1111111111111112,0.8333333333333334,1,1.0,3,0.622081724103783
annotated_piano17_cmajor_page1,16,F4,5.0,P1,65,True,1.0,1.0,1,3,0.3333333333333333,0,4.0,2.0,0,1,0,5,0,0,1,0,1.0,64.0,0,0,0,1.25,0.8333333333333334,1,1.0,4,0.6252135323826502
annotated_piano17_cmajor_page1,16,B3,2.0,P1,59,True,-6.0,6.0,2,3,0.6666666666666666,0,5.0,1.0,0,0,0,4,0,1,0,1,6.0,63.0,0,0,1,1.0,0.8333333333333334,0,1.0,5,0.47659499405822947
annotated_piano17_cmajor_page1,17,C4,1.0,P1,60,True,1.0,1.0,0,2,0.0,0,2.0,5.0,0,1,0,5,0,0,1,0,1.0,62.0,0,1,0,0.9090909090909091,0.75,0,1.0,2,0.5648179094870274
annotated_piano17_cmajor_page1,17,A4,5.0,P1,69,True,9.0,9.0,1,2,0.5,0,1.0,4.0,0,0,1,5,0,0,1,0,9.0,63.4,0,0,1,1.5625,0.5833333333333334,0,1.0,1,0.47870865517924355
annotated_piano17_cmajor_page1,18,G4,4.0,P1,67,True,-2.0,2.0,0,4,0.0,0,5.0,1.0,0,1,0,5,0,0,0,1,2.0,64.0,0,1,0,1.1111111111111112,0.4166666666666667,1,1.0,5,0.7453084769261241
annotated_piano17_cmajor_page1,18,D4,1.0,P1,62,True,-5.0,5.0,1,4,0.25,0,4.0,2.0,0,0,0,5,0,0,0,1,5.0,63.4,0,0,0,0.9090909090909091,0.25,0,1.0,4,0.276013814616756
annotated_piano17_cmajor_page1,18,E4,2.0,P1,64,True,2.0,2.0,2,4,0.5,0,1.0,3.0,0,1,0,5,0,0,1,0,2.0,64.4,0,0,0,1.0,0.6666666666666666,0,1.0,1,0.41140572390572394
annotated_piano17_cmajor_page1,18,F4,3.0,P1,65,True,1.0,1.0,3,4,0.75,0,2.0,3.0,0,1,0,5,0,0,1,0,1.0,65.4,0,0,1,0.9090909090909091,0.6666666666666666,1,1.0,2,0.4105392156862746
annotated_piano17_cmajor_page1,19,E4,3.0,P1,64,True,-1.0,1.0,0,5,0.0,0,3.0,2.0,0,1,0,5,0,0,0,1,1.0,64.4,0,1,0,0.9090909090909091,0.75,0,1.0,3,0.6110739750445635
annotated_piano17_cmajor_page1,19,D4,2.0,P1,62,True,-2.0,2.0,1,5,0.2,0,3.0,1.0,0,1,0,5,0,0,0,1,2.0,63.4,0,0,0,1.0,0.5833333333333334,1,1.0,3,0.6734625668449199
annotated_piano17_cmajor_page1,19,A3,1.0,P1,57,True,-5.0,5.0,2,5,0.4,0,2.0,2.0,0,0,0,4,0,1,0,1,5.0,62.4,0,0,0,0.9090909090909091,0.8333333333333334,0,1.0,2,0.6999777183600714
annotated_piano17_cmajor_page1,19,B3,2.0,P1,59,True,2.0,2.0,3,5,0.6,0,1.0,1.0,0,1,0,4,0,1,1,0,2.0,61.4,0,0,0,1.0,0.8333333333333334,0,1.0,1,0.37644830659536554
annotated_piano17_cmajor_page1,19,G3,1.0,P1,55,True,-4.0,4.0,4,5,0.8,0,2.0,2.0,0,0,0,4,0,1,0,1,4.0,59.4,0,0,1,0.9090909090909091,0.8333333333333334,0,1.0,2,0.0050133689839572115
annotated_piano17_cmajor_page1,20,A3,2.0,P1,57,True,2.0,2.0,0,3,0.0,0,1.0,5.0,0,1,0,4,0,1,1,0,2.0,58.0,0,1,0,1.0,0.6666666666666666,0,1.0,1,0.019914215686274717
annotated_piano17_cmajor_page1,20,F4,5.0,P1,65,True,8.0,8.0,1,3,0.3333333333333333,0,2.0,4.0,0,0,1,5,0,0,1,0,8.0,58.6,0,0,0,1.5625,0.5,0,1.0,2,0.0
annotated_piano17_cmajor_page1,20,E4,4.0,P1,64,True,-1.0,1.0,2,3,0.6666666666666666,0,5.0,3.0,0,1,0,5,0,0,0,1,1.0,60.0,0,0,1,1.1111111111111112,0.4166666666666667,1,1.0,5,0.08227805010893263
annotated_piano17_cmajor_page1,21,D4,3.0,P1,62,True,-2.0,2.0,0,3,0.0,0,4.0,2.0,0,1,0,5,0,0,0,1,2.0,60.6,0,1,0,0.9090909090909091,1.0,1,1.0,4,0.01939431075460507
annotated_piano17_cmajor_page1,21,C4,2.0,P1,60,True,-2.0,2.0,1,3,0.3333333333333333,0,3.0,1.0,0,1,0,5,0,0,0,1,2.0,61.6,1,0,0,1.0,1.0,1,1.0,3,0.0
annotated_piano17_cmajor_page1,21,B3,1.0,P1,59,True,-1.0,1.0,2,3,0.6666666666666666,0,2.0,2.0,0,1,0,4,0,1,0,1,1.0,62.0,1,0,1,0.9090909090909091,1.0,0,1.0,2,0.0
annotated_piano17_cmajor_page1,22,C4,2.0,P1,60,True,1.0,1.0,0,1,0.0,0,1.0,0.0,0,1,0,5,0,0,1,0,1.0,61.0,0,1,1,1.0,1.0,0,1.0,1,0.0
annotated_piano5_cornflower_page1,1,G5,4.0,P1,79,True,0.0,0.0,0,7,0.0,0,0.0,5.0,0,1,0,6,1,0,0,0,0.0,79.0,0,1,0,1.3888888888888888,0.75,0,1.0,2,0.07272170231729047
annotated_piano5_cornflower_page1,1,A#4,5.0,P1,70,True,-9.0,9.0,1,7,0.14285714285714285,0,4.0,4.0,1,0,1,5,0,0,0,1,9.0,74.5,0,0,0,2.604166666666667,0.75,1,0.6,4,0.40848125866508234
annotated_piano5_cornflower_page1,1,B4,4.0,P1,71,True,1.0,1.0,2,7,0.2857142857142857,0,5.0,2.0,0,1,0,5,0,0,1,0,1.0,73.33333333333333,0,0,0,1.1111111111111112,0.75,1,1.0,5,0.09585071976449
annotated_piano5_cornflower_page1,1,D5,2.0,P1,74,True,3.0,3.0,3,7,0.42857142857142855,0,4.0,3.0,0,0,0,6,1,0,1,0,3.0,73.5,0,0,1,1.0,0.75,0,1.0,4,0.0
annotated_piano5_cornflower_page1,2,F#5,3.0,P1,78,True,4.0,4.0,0,3,0.0,0,2.0,4.0,1,0,0,6,1,0,1,0,4.0,74.4,0,1,1,0.8264462809917354,0.75,1,1.1,2,0.40788708160031717
annotated_piano5_cornflower_page1,3,G5,4.0,P1,79,True,1.0,1.0,0,6,0.0,0,3.0,5.0,0,1,0,6,1,0,1,0,1.0,74.4,0,1,0,1.1111111111111112,0.75,1,1.0,3,0.37524447910477354
annotated_piano5_cornflower_page1,3,A#4,5.0,P1,70,True,-9.0,9.0,1,6,0.16666666666666666,0,4.0,4.0,1,0,1,5,0,0,0,1,9.0,74.4,0,0,0,2.604166666666667,0.9166666666666666,1,0.6,4,0.40952106852842174
annotated_piano5_cornflower_page1,3,B4,4.0,P1,71,True,1.0,1.0,2,6,0.3333333333333333,0,5.0,2.0,0,1,0,5,0,0,1,0,1.0,74.4,0,0,0,1.1111111111111112,0.8333333333333334,1,1.0,5,0.329353022200616
annotated_piano5_cornflower_page1,3,D5,2.0,P1,74,True,3.0,3.0,3,6,0.5,0,4.0,3.0,0,0,0,6,1,0,1,0,3.0,74.4,0,0,1,1.0,0.5833333333333334,0,1.0,4,0.0
annotated_piano5_cornflower_page1,4,F#5,3.0,P1,78,True,4.0,4.0,0,5,0.0,0,2.0,5.0,1,0,0,6,1,0,1,0,4.0,74.4,0,1,0,0.8264462809917354,0.75,1,1.1,2,0.6551390126757775
annotated_piano5_cornflower_page1,4,A5,5.0,P1,81,True,3.0,3.0,1,5,0.2,0,3.0,2.0,0,0,0,6,1,0,1,0,3.0,74.8,0,0,0,1.25,0.8333333333333334,0,1.0,3,0.5666685234699941
annotated_piano5_cornflower_page1,4,E5,2.0,P1,76,True,-5.0,5.0,2,5,0.4,0,5.0,2.0,0,0,0,6,1,0,0,1,5.0,76.0,0,0,1,1.0,0.4166666666666667,0,1.0,5,0.8835598633392749
annotated_piano5_cornflower_page1,5,D5,2.0,P1,74,True,-2.0,2.0,0,3,0.0,0,2.0,3.0,0,1,0,6,1,0,0,1,2.0,76.6,0,1,1,1.0,0.4166666666666667,0,1.0,2,0.759451128936423
annotated_piano5_cornflower_page1,6,C5,3.0,P1,72,True,-2.0,2.0,0,3,0.0,0,2.0,2.0,0,1,0,6,0,0,0,1,2.0,76.2,0,1,1,0.9090909090909091,0.4166666666666667,1,1.0,2,0.7605961576549812
annotated_piano5_cornflower_page1,7,B4,2.0,P1,71,True,-1.0,1.0,0,3,0.0,0,3.0,2.0,0,1,0,5,0,0,0,1,1.0,74.8,1,1,1,1.0,0.4166666666666667,1,1.0,3,0.7117962715389186
annotated_piano5_cornflower_page1,8,E5,2.0,P1,76,True,5.0,5.0,0,6,0.0,0,2.0,1.0,0,0,0,6,1,0,1,0,5.0,73.8,0,1,0,1.0,0.4166666666666667,0,1.0,2,0.6081919912133816
annotated_piano5_cornflower_page1,8,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,3.0,0,1,0,6,1,0,0,1,2.0,73.4,0,0,0,0.9090909090909091,0.4166666666666667,0,1.0,2,0.6138220439691029
annotated_piano5_cornflower_page1,8,C5,3.0,P1,72,True,-2.0,2.0,2,6,0.3333333333333333,0,1.0,4.0,0,1,0,6,0,0,0,1,2.0,73.0,0,0,1,0.9090909090909091,0.4166666666666667,0,1.0,1,0.6216206179441472
annotated_piano5_cornflower_page1,9,B4,4.0,P1,71,True,-1.0,1.0,0,4,0.0,0,3.0,2.0,0,1,0,5,0,0,0,1,1.0,72.8,1,1,1,1.1111111111111112,0.6666666666666666,1,1.0,3,0.6895239156268568
annotated_piano5_cornflower_page1,10,E5,2.0,P1,76,True,5.0,5.0,0,5,0.0,0,4.0,1.0,0,0,0,6,1,0,1,0,5.0,73.8,0,1,0,1.0,0.5833333333333334,0,1.0,4,0.7934770499108734
annotated_piano5_cornflower_page1,10,D5,1.0,P1,74,True,-2.0,2.0,1,5,0.2,0,2.0,3.0,0,1,0,6,1,0,0,1,2.0,73.4,0,0,0,0.9090909090909091,0.5833333333333334,0,1.0,2,0.8288491532976828
annotated_piano5_cornflower_page1,10,C5,3.0,P1,72,True,-2.0,2.0,2,5,0.4,0,1.0,4.0,0,1,0,6,0,0,0,1,2.0,73.0,0,0,1,0.9090909090909091,0.5833333333333334,0,1.0,1,0.8268438057041
annotated_piano5_cornflower_page1,11,G5,4.0,P1,79,True,7.0,7.0,0,4,0.0,0,3.0,3.0,0,0,0,6,1,0,1,0,7.0,74.4,0,1,1,1.1111111111111112,0.4166666666666667,1,1.0,3,0.28950039611804324
annotated_piano5_cornflower_page1,12,F#5,3.0,P1,78,True,-1.0,1.0,0,5,0.0,0,4.0,2.0,1,1,0,6,1,0,0,1,1.0,75.8,0,1,0,0.8264462809917354,0.3333333333333333,1,1.1,4,0.32994157258863155
annotated_piano5_cornflower_page1,12,E5,2.0,P1,76,True,-2.0,2.0,1,5,0.2,0,3.0,1.0,0,1,0,6,1,0,0,1,2.0,75.8,0,0,1,1.0,0.3333333333333333,1,1.0,3,0.17508417508417506
annotated_piano5_cornflower_page1,13,D5,1.0,P1,74,True,-2.0,2.0,0,4,0.0,0,2.0,2.0,0,1,0,6,1,0,0,1,2.0,75.8,1,1,1,0.9090909090909091,0.3333333333333333,0,1.0,2,0.14904250841750855
annotated_piano5_cornflower_page1,14,E5,2.0,P1,76,True,2.0,2.0,0,6,0.0,0,1.0,1.0,0,1,0,6,1,0,1,0,2.0,76.6,0,1,0,1.0,1.0,0,1.0,1,0.0
annotated_piano5_cornflower_page1,14,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,3.0,0,1,0,6,1,0,0,1,2.0,75.6,0,0,0,0.9090909090909091,1.0,0,1.0,2,0.0842907123822898
annotated_piano5_cornflower_page1,14,C5,3.0,P1,72,True,-2.0,2.0,2,6,0.3333333333333333,0,1.0,1.0,0,1,0,6,0,0,0,1,2.0,74.4,0,0,1,0.9090909090909091,1.0,0,1.0,1,0.07411121014062194
annotated_piano5_cornflower_page1,15,D5,1.0,P1,74,True,2.0,2.0,0,4,0.0,0,3.0,0.0,0,1,0,6,1,0,1,0,2.0,74.0,0,1,1,0.9090909090909091,1.0,0,1.0,3,0.11825670924935638
annotated_piano5_cornflower_page1,1,B3,1.0,P2,59,True,0.0,0.0,4,7,0.5714285714285714,1,0.0,1.0,0,1,0,4,0,1,0,0,0.0,59.0,0,1,0,1.1363636363636362,0.75,0,1.0,1,0.4965381871297647
annotated_piano5_cornflower_page1,1,G3,1.0,P2,55,True,-4.0,4.0,5,7,0.7142857142857143,1,1.0,4.0,0,0,0,4,0,1,0,1,4.0,57.0,0,0,0,0.9090909090909091,0.5833333333333334,0,1.0,1,0.4345685014134212
annotated_piano5_cornflower_page1,1,D3,4.0,P2,50,True,-5.0,5.0,6,7,0.8571428571428571,1,1.0,1.0,0,0,0,4,0,1,0,1,5.0,54.666666666666664,0,0,1,1.1111111111111112,0.5833333333333334,0,1.0,1,0.7658694791047732
annotated_piano5_cornflower_page1,2,A3,1.0,P2,57,True,7.0,7.0,1,3,0.3333333333333333,1,4.0,3.0,0,0,0,4,0,1,1,0,7.0,55.25,0,1,0,0.9090909090909091,0.5833333333333334,0,1.0,4,0.775230862547039
annotated_piano5_cornflower_page1,2,F#3,3.0,P2,54,True,-3.0,3.0,2,3,0.6666666666666666,1,1.0,2.0,1,0,0,4,0,1,0,1,3.0,55.0,0,0,1,0.8264462809917354,0.5833333333333334,0,1.1,1,0.6803617165415294
annotated_piano5_cornflower_page1,3,G3,2.0,P2,55,True,1.0,1.0,4,6,0.6666666666666666,1,3.0,5.0,0,1,0,4,0,1,1,0,1.0,54.2,0,1,0,1.0,0.5833333333333334,1,1.0,3,0.7682504073713966
annotated_piano5_cornflower_page1,3,D3,5.0,P2,50,True,-5.0,5.0,5,6,0.8333333333333334,1,2.0,1.0,0,0,0,4,0,1,0,1,5.0,53.2,0,0,1,1.25,0.5833333333333334,0,1.0,2,0.7094825820594537
annotated_piano5_cornflower_page1,4,A3,1.0,P2,57,True,7.0,7.0,3,5,0.6,1,5.0,3.0,0,0,0,4,0,1,1,0,7.0,54.6,0,1,0,0.9090909090909091,0.5833333333333334,0,1.0,5,0.6865046408829831
annotated_piano5_cornflower_page1,4,F#3,3.0,P2,54,True,-3.0,3.0,4,5,0.8,1,1.0,2.0,1,0,0,4,0,1,0,1,3.0,54.0,0,0,1,0.8264462809917354,0.5833333333333334,0,1.1,1,0.603578678946326
annotated_piano5_cornflower_page1,5,G3,2.0,P2,55,True,1.0,1.0,1,3,0.3333333333333333,1,3.0,5.0,0,1,0,4,0,1,1,0,1.0,54.2,0,1,0,1.0,0.5833333333333334,1,1.0,3,0.67268889879184
annotated_piano5_cornflower_page1,5,D3,5.0,P2,50,True,-5.0,5.0,2,3,0.6666666666666666,1,2.0,1.0,0,0,0,4,0,1,0,1,5.0,53.2,0,0,1,1.25,0.5833333333333334,0,1.0,2,0.6334310124417076
annotated_piano5_cornflower_page1,6,A3,1.0,P2,57,True,7.0,7.0,1,3,0.3333333333333333,1,5.0,3.0,0,0,0,4,0,1,1,0,7.0,54.6,0,1,0,0.9090909090909091,0.8333333333333334,0,1.0,5,0.705985602459533
annotated_piano5_cornflower_page1,6,F#3,3.0,P2,54,True,-3.0,3.0,2,3,0.6666666666666666,1,1.0,2.0,1,0,0,4,0,1,0,1,3.0,54.0,0,0,1,0.8264462809917354,0.8333333333333334,0,1.1,1,0.6141469845513964
annotated_piano5_cornflower_page1,7,G3,2.0,P2,55,True,1.0,1.0,1,3,0.3333333333333333,1,3.0,5.0,0,1,0,4,0,1,1,0,1.0,54.2,0,1,0,1.0,0.8333333333333334,1,1.0,3,0.6199959150326799
annotated_piano5_cornflower_page1,7,D3,5.0,P2,50,True,-5.0,5.0,2,3,0.6666666666666666,1,2.0,2.0,0,0,0,4,0,1,0,1,5.0,53.2,0,0,1,1.25,0.8333333333333334,0,1.0,2,0.48730874925727874
annotated_piano5_cornflower_page1,8,C4,2.0,P2,60,True,10.0,10.0,3,6,0.5,1,5.0,1.0,0,0,1,5,0,0,1,0,10.0,55.2,0,1,0,1.25,0.5,0,1.0,5,0.7186200237670826
annotated_piano5_cornflower_page1,8,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1,3.0,55.2,0,0,0,0.9090909090909091,0.75,0,1.0,2,0.638074990097049
annotated_piano5_cornflower_page1,8,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,1.0,1,0,0,4,0,1,0,1,3.0,55.2,0,0,1,0.8264462809917354,0.8333333333333334,0,1.1,1,0.6436454000792237
annotated_piano5_cornflower_page1,9,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0,5.0,56.0,0,1,0,0.9090909090909091,0.8333333333333334,0,1.0,3,0.5016432709447416
annotated_piano5_cornflower_page1,9,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1,4.0,57.0,0,0,0,1.0,0.8333333333333334,0,1.0,1,0.23225824420677388
annotated_piano5_cornflower_page1,9,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,2.0,0,0,0,4,0,1,0,1,5.0,55.0,0,0,1,1.25,0.8333333333333334,0,1.0,2,0.48730874925727874
annotated_piano5_cornflower_page1,10,C4,2.0,P2,60,True,10.0,10.0,3,5,0.6,1,5.0,3.0,0,0,1,5,0,0,1,0,10.0,55.6,0,1,0,1.25,0.8333333333333334,0,1.0,5,0.7186200237670826
annotated_piano5_cornflower_page1,10,F#3,3.0,P2,54,True,-6.0,6.0,4,5,0.8,1,2.0,1.0,1,0,0,4,0,1,0,1,6.0,55.6,0,0,1,0.8264462809917354,0.8333333333333334,1,1.1,2,0.7326574569221628
annotated_piano5_cornflower_page1,11,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0,5.0,55.6,0,1,0,0.9090909090909091,0.8333333333333334,0,1.0,3,0.5778279114676174
annotated_piano5_cornflower_page1,11,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1,4.0,55.6,0,0,0,1.0,0.8333333333333334,0,1.0,1,0.21402443553178874
annotated_piano5_cornflower_page1,11,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,2.0,0,0,0,4,0,1,0,1,5.0,55.6,0,0,1,1.25,0.8333333333333334,0,1.0,2,0.500232100415924
annotated_piano5_cornflower_page1,12,C4,2.0,P2,60,True,10.0,10.0,2,5,0.4,1,5.0,1.0,0,0,1,5,0,0,1,0,10.0,55.6,0,1,0,1.25,0.5,0,1.0,5,0.6921698603683897
annotated_piano5_cornflower_page1,12,A3,1.0,P2,57,True,-3.0,3.0,3,5,0.6,1,2.0,3.0,0,0,0,4,0,1,0,1,3.0,56.2,0,0,0,0.9090909090909091,0.75,0,1.0,2,0.6187270994256289
annotated_piano5_cornflower_page1,12,F#3,3.0,P2,54,True,-3.0,3.0,4,5,0.8,1,1.0,1.0,1,0,0,4,0,1,0,1,3.0,55.2,0,0,1,0.8264462809917354,0.8333333333333334,0,1.1,1,0.634324247375718
annotated_piano5_cornflower_page1,13,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0,5.0,56.0,0,1,0,0.9090909090909091,0.8333333333333334,0,1.0,3,0.5778279114676174
annotated_piano5_cornflower_page1,13,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1,4.0,57.0,0,0,0,1.0,0.8333333333333334,0,1.0,1,0.0
annotated_piano5_cornflower_page1,13,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,2.0,0,0,0,4,0,1,0,1,5.0,55.0,0,0,1,1.25,0.8333333333333334,0,1.0,2,0.0
annotated_piano5_cornflower_page1,14,C4,2.0,P2,60,True,10.0,10.0,3,6,0.5,1,5.0,1.0,0,0,1,5,0,0,1,0,10.0,55.6,0,1,0,1.25,0.5,0,1.0,5,0.042344399881164785
annotated_piano5_cornflower_page1,14,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1,3.0,56.2,0,0,0,0.9090909090909091,0.75,0,1.0,2,0.0
annotated_piano5_cornflower_page1,14,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,1.0,1,0,0,4,0,1,0,1,3.0,55.2,0,0,1,0.8264462809917354,1.0,0,1.1,1,0.0
annotated_piano5_cornflower_page1,15,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0,5.0,56.0,0,1,0,0.9090909090909091,1.0,0,1.0,3,0.0
annotated_piano5_cornflower_page1,15,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1,4.0,57.0,0,0,0,1.0,1.0,0,1.0,1,0.0
annotated_piano5_cornflower_page1,15,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,0.0,0,0,0,4,0,1,0,1,5.0,55.0,0,0,1,1.25,1.0,0,1.0,2,0.0
annotated_piano5_cornflower_page2,1,E5,2.0,P1,76,True,0.0,0.0,0,6,0.0,0,0.0,1.0,0,1,0,6,1,0,0,0,0.0,76.0,0,1,0,1.25,0.5833333333333334,0,1.0,5,0.6066454991087346
annotated_piano5_cornflower_page2,1,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,3.0,0,1,0,6,1,0,0,1,2.0,75.0,0,0,0,0.9090909090909091,0.75,0,1.0,2,0.5746868191721133
