file,measure,pitch,fingering,part,midi,has_annotation,interval,abs_interval,measure_position,measure_length,measure_position_norm,hand_encoding,prev_fingering,next_fingering,is_black_key,is_step_motion,is_large_jump,octave,is_high_register,is_low_register,is_ascending,is_descending
annotated_Piano7_candace_page2,16,C5,2.0,P1,72,True,-4.0,4.0,2,12,0.16666666666666666,0,4.0,5.0,0,0,0,6,0,0,0,1
annotated_Piano7_candace_page2,16,A4,5.0,P1,69,True,-3.0,3.0,3,12,0.25,0,2.0,4.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page2,16,F3,4.0,P1,53,True,-16.0,16.0,4,12,0.3333333333333333,0,5.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page2,16,E3,5.0,P1,52,True,-1.0,1.0,5,12,0.4166666666666667,0,4.0,1.0,0,1,0,4,0,1,0,1
annotated_Piano7_candace_page2,16,C4,1.0,P1,60,True,8.0,8.0,6,12,0.5,0,5.0,3.0,0,0,1,5,0,0,1,0
annotated_Piano7_candace_page2,16,C4,3.0,P1,60,True,0.0,0.0,7,12,0.5833333333333334,0,1.0,4.0,0,1,0,5,0,0,0,0
annotated_Piano7_candace_page2,16,F5,4.0,P1,77,True,17.0,17.0,8,12,0.6666666666666666,0,3.0,5.0,0,0,1,6,1,0,1,0
annotated_Piano7_candace_page2,16,E5,5.0,P1,76,True,-1.0,1.0,9,12,0.75,0,4.0,3.0,0,1,0,6,1,0,0,1
annotated_Piano7_candace_page2,16,C5,3.0,P1,72,True,-4.0,4.0,10,12,0.8333333333333334,0,5.0,1.0,0,0,0,6,0,0,0,1
annotated_Piano7_candace_page2,16,E5,1.0,P1,76,True,4.0,4.0,11,12,0.9166666666666666,0,3.0,0.0,0,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,1,E5,5.0,P1,76,True,0.0,0.0,0,8,0.0,0,0.0,4.0,0,1,0,6,1,0,0,0
annotated_Piano7_candace_page3,1,D#5,4.0,P1,75,True,-1.0,1.0,1,8,0.125,0,5.0,3.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,1,C#5,3.0,P1,73,True,-2.0,2.0,2,8,0.25,0,4.0,1.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,1,A4,1.0,P1,69,True,-4.0,4.0,3,8,0.375,0,3.0,5.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,1,A3,5.0,P1,57,True,-12.0,12.0,4,8,0.5,0,1.0,1.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,1,E4,1.0,P1,64,True,7.0,7.0,5,8,0.625,0,5.0,1.0,0,0,0,5,0,0,1,0
annotated_Piano7_candace_page3,1,E3,1.0,P1,52,True,-12.0,12.0,6,8,0.75,0,1.0,3.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,1,C#4,3.0,P1,61,True,9.0,9.0,7,8,0.875,0,1.0,5.0,1,0,1,5,0,0,1,0
annotated_Piano7_candace_page3,2,E5,5.0,P1,76,True,15.0,15.0,0,8,0.0,0,3.0,4.0,0,0,1,6,1,0,1,0
annotated_Piano7_candace_page3,2,D#5,4.0,P1,75,True,-1.0,1.0,1,8,0.125,0,5.0,3.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,2,C#5,3.0,P1,73,True,-2.0,2.0,2,8,0.25,0,4.0,1.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,2,A4,1.0,P1,69,True,-4.0,4.0,3,8,0.375,0,3.0,5.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,2,A3,5.0,P1,57,True,-12.0,12.0,4,8,0.5,0,1.0,1.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,2,E4,1.0,P1,64,True,7.0,7.0,5,8,0.625,0,5.0,1.0,0,0,0,5,0,0,1,0
annotated_Piano7_candace_page3,2,E3,1.0,P1,52,True,-12.0,12.0,6,8,0.75,0,1.0,3.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,2,C#4,3.0,P1,61,True,9.0,9.0,7,8,0.875,0,1.0,5.0,1,0,1,5,0,0,1,0
annotated_Piano7_candace_page3,3,F5,5.0,P1,77,True,16.0,16.0,0,8,0.0,0,3.0,4.0,0,0,1,6,1,0,1,0
annotated_Piano7_candace_page3,3,E5,4.0,P1,76,True,-1.0,1.0,1,8,0.125,0,5.0,2.0,0,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,3,C5,2.0,P1,72,True,-4.0,4.0,2,8,0.25,0,4.0,1.0,0,0,0,6,0,0,0,1
annotated_Piano7_candace_page3,3,A4,1.0,P1,69,True,-3.0,3.0,3,8,0.375,0,2.0,5.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,3,F3,5.0,P1,53,True,-16.0,16.0,4,8,0.5,0,1.0,1.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,3,C4,1.0,P1,60,True,7.0,7.0,5,8,0.625,0,5.0,3.0,0,0,0,5,0,0,1,0
annotated_Piano7_candace_page3,3,A3,3.0,P1,57,True,-3.0,3.0,6,8,0.75,0,1.0,4.0,0,0,0,4,0,1,0,1
annotated_Piano7_candace_page3,3,E3,4.0,P1,52,True,-5.0,5.0,7,8,0.875,0,3.0,5.0,0,0,0,4,0,1,0,1
annotated_Piano7_candace_page3,4,F5,5.0,P1,77,True,25.0,25.0,0,13,0.0,0,4.0,4.0,0,0,1,6,1,0,1,0
annotated_Piano7_candace_page3,4,E5,4.0,P1,76,True,-1.0,1.0,1,13,0.07692307692307693,0,5.0,2.0,0,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,4,C5,2.0,P1,72,True,-4.0,4.0,2,13,0.15384615384615385,0,4.0,5.0,0,0,0,6,0,0,0,1
annotated_Piano7_candace_page3,4,A4,5.0,P1,69,True,-3.0,3.0,3,13,0.23076923076923078,0,2.0,4.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,4,F3,4.0,P1,53,True,-16.0,16.0,4,13,0.3076923076923077,0,5.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,4,E3,5.0,P1,52,True,-1.0,1.0,5,13,0.38461538461538464,0,4.0,1.0,0,1,0,4,0,1,0,1
annotated_Piano7_candace_page3,4,C4,1.0,P1,60,True,8.0,8.0,6,13,0.46153846153846156,0,5.0,3.0,0,0,1,5,0,0,1,0
annotated_Piano7_candace_page3,4,C4,3.0,P1,60,True,0.0,0.0,7,13,0.5384615384615384,0,1.0,4.0,0,1,0,5,0,0,0,0
annotated_Piano7_candace_page3,4,F5,4.0,P1,77,True,17.0,17.0,8,13,0.6153846153846154,0,3.0,5.0,0,0,1,6,1,0,1,0
annotated_Piano7_candace_page3,4,E5,5.0,P1,76,True,-1.0,1.0,9,13,0.6923076923076923,0,4.0,3.0,0,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,4,C5,3.0,P1,72,True,-4.0,4.0,10,13,0.7692307692307693,0,5.0,1.0,0,0,0,6,0,0,0,1
annotated_Piano7_candace_page3,4,E5,1.0,P1,76,True,4.0,4.0,11,13,0.8461538461538461,0,3.0,3.0,0,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,4,A3,3.0,P1,57,True,-19.0,19.0,12,13,0.9230769230769231,0,1.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,5,E5,5.0,P1,76,True,19.0,19.0,0,12,0.0,0,3.0,4.0,0,0,1,6,1,0,1,0
annotated_Piano7_candace_page3,5,D#5,4.0,P1,75,True,-1.0,1.0,1,12,0.08333333333333333,0,5.0,3.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,5,C#5,3.0,P1,73,True,-2.0,2.0,2,12,0.16666666666666666,0,4.0,1.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,5,A4,1.0,P1,69,True,-4.0,4.0,3,12,0.25,0,3.0,5.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,5,D#5,5.0,P1,75,True,6.0,6.0,4,12,0.3333333333333333,0,1.0,1.0,1,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,5,C#5,1.0,P1,73,True,-2.0,2.0,5,12,0.4166666666666667,0,5.0,3.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,5,A4,3.0,P1,69,True,-4.0,4.0,6,12,0.5,0,1.0,4.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,5,C#5,4.0,P1,73,True,4.0,4.0,7,12,0.5833333333333334,0,3.0,5.0,1,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,5,A3,5.0,P1,57,True,-16.0,16.0,8,12,0.6666666666666666,0,4.0,1.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,5,E4,1.0,P1,64,True,7.0,7.0,9,12,0.75,0,5.0,1.0,0,0,0,5,0,0,1,0
annotated_Piano7_candace_page3,5,C#4,1.0,P1,61,True,-3.0,3.0,10,12,0.8333333333333334,0,1.0,1.0,1,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,5,E3,1.0,P1,52,True,-9.0,9.0,11,12,0.9166666666666666,0,1.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,6,E5,5.0,P1,76,True,24.0,24.0,0,10,0.0,0,1.0,4.0,0,0,1,6,1,0,1,0
annotated_Piano7_candace_page3,6,D#5,4.0,P1,75,True,-1.0,1.0,1,10,0.1,0,5.0,1.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,6,C#5,1.0,P1,73,True,-2.0,2.0,2,10,0.2,0,4.0,4.0,1,1,0,6,1,0,0,1
annotated_Piano7_candace_page3,6,C#5,4.0,P1,73,True,0.0,0.0,3,10,0.3,0,1.0,5.0,1,1,0,6,1,0,0,0
annotated_Piano7_candace_page3,6,D#5,5.0,P1,75,True,2.0,2.0,4,10,0.4,0,4.0,4.0,1,1,0,6,1,0,1,0
annotated_Piano7_candace_page3,6,E5,4.0,P1,76,True,1.0,1.0,5,10,0.5,0,5.0,1.0,0,1,0,6,1,0,1,0
annotated_Piano7_candace_page3,6,A3,1.0,P1,57,True,-19.0,19.0,6,10,0.6,0,4.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,6,E4,5.0,P1,64,True,7.0,7.0,7,10,0.7,0,1.0,3.0,0,0,0,5,0,0,1,0
annotated_Piano7_candace_page3,6,E3,3.0,P1,52,True,-12.0,12.0,8,10,0.8,0,5.0,1.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,6,C#4,1.0,P1,61,True,9.0,9.0,9,10,0.9,0,3.0,3.0,1,0,1,5,0,0,1,0
annotated_Piano7_candace_page3,7,C5,3.0,P1,72,True,11.0,11.0,0,3,0.0,0,1.0,1.0,0,0,1,6,0,0,1,0
annotated_Piano7_candace_page3,7,A4,1.0,P1,69,True,-3.0,3.0,1,3,0.3333333333333333,0,3.0,5.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,7,A3,5.0,P1,57,True,-12.0,12.0,2,3,0.6666666666666666,0,1.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,8,G6,5.0,P1,91,True,34.0,34.0,0,6,0.0,0,5.0,4.0,0,0,1,7,1,0,1,0
annotated_Piano7_candace_page3,8,D5,4.0,P1,74,True,-17.0,17.0,1,6,0.16666666666666666,0,5.0,1.0,0,0,1,6,1,0,0,1
annotated_Piano7_candace_page3,8,A4,1.0,P1,69,True,-5.0,5.0,2,6,0.3333333333333333,0,4.0,3.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,8,C5,3.0,P1,72,True,3.0,3.0,3,6,0.5,0,1.0,5.0,0,0,0,6,0,0,1,0
annotated_Piano7_candace_page3,8,E5,5.0,P1,76,True,4.0,4.0,4,6,0.6666666666666666,0,3.0,5.0,0,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,8,A3,5.0,P1,57,True,-19.0,19.0,5,6,0.8333333333333334,0,5.0,3.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,9,C5,3.0,P1,72,True,15.0,15.0,0,3,0.0,0,5.0,1.0,0,0,1,6,0,0,1,0
annotated_Piano7_candace_page3,9,A4,1.0,P1,69,True,-3.0,3.0,1,3,0.3333333333333333,0,3.0,5.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,9,A3,5.0,P1,57,True,-12.0,12.0,2,3,0.6666666666666666,0,1.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,10,G6,5.0,P1,91,True,34.0,34.0,0,6,0.0,0,5.0,4.0,0,0,1,7,1,0,1,0
annotated_Piano7_candace_page3,10,D5,4.0,P1,74,True,-17.0,17.0,1,6,0.16666666666666666,0,5.0,1.0,0,0,1,6,1,0,0,1
annotated_Piano7_candace_page3,10,A4,1.0,P1,69,True,-5.0,5.0,2,6,0.3333333333333333,0,4.0,3.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,10,C5,3.0,P1,72,True,3.0,3.0,3,6,0.5,0,1.0,5.0,0,0,0,6,0,0,1,0
annotated_Piano7_candace_page3,10,E5,5.0,P1,76,True,4.0,4.0,4,6,0.6666666666666666,0,3.0,5.0,0,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,10,F3,5.0,P1,53,True,-23.0,23.0,5,6,0.8333333333333334,0,5.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,11,G6,5.0,P1,91,True,38.0,38.0,0,6,0.0,0,5.0,4.0,0,0,1,7,1,0,1,0
annotated_Piano7_candace_page3,11,D5,4.0,P1,74,True,-17.0,17.0,1,6,0.16666666666666666,0,5.0,1.0,0,0,1,6,1,0,0,1
annotated_Piano7_candace_page3,11,A4,1.0,P1,69,True,-5.0,5.0,2,6,0.3333333333333333,0,4.0,3.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,11,C5,3.0,P1,72,True,3.0,3.0,3,6,0.5,0,1.0,5.0,0,0,0,6,0,0,1,0
annotated_Piano7_candace_page3,11,E5,5.0,P1,76,True,4.0,4.0,4,6,0.6666666666666666,0,3.0,5.0,0,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,11,F3,5.0,P1,53,True,-23.0,23.0,5,6,0.8333333333333334,0,5.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,12,G6,5.0,P1,91,True,38.0,38.0,0,6,0.0,0,5.0,4.0,0,0,1,7,1,0,1,0
annotated_Piano7_candace_page3,12,D5,4.0,P1,74,True,-17.0,17.0,1,6,0.16666666666666666,0,5.0,1.0,0,0,1,6,1,0,0,1
annotated_Piano7_candace_page3,12,A4,1.0,P1,69,True,-5.0,5.0,2,6,0.3333333333333333,0,4.0,3.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,12,C5,3.0,P1,72,True,3.0,3.0,3,6,0.5,0,1.0,5.0,0,0,0,6,0,0,1,0
annotated_Piano7_candace_page3,12,E5,5.0,P1,76,True,4.0,4.0,4,6,0.6666666666666666,0,3.0,5.0,0,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,12,A2,5.0,P1,45,True,-31.0,31.0,5,6,0.8333333333333334,0,5.0,5.0,0,0,1,3,0,1,0,1
annotated_Piano7_candace_page3,13,A6,5.0,P1,93,True,48.0,48.0,0,6,0.0,0,5.0,4.0,0,0,1,7,1,0,1,0
annotated_Piano7_candace_page3,13,D5,4.0,P1,74,True,-19.0,19.0,1,6,0.16666666666666666,0,5.0,1.0,0,0,1,6,1,0,0,1
annotated_Piano7_candace_page3,13,A4,1.0,P1,69,True,-5.0,5.0,2,6,0.3333333333333333,0,4.0,3.0,0,0,0,5,0,0,0,1
annotated_Piano7_candace_page3,13,C5,3.0,P1,72,True,3.0,3.0,3,6,0.5,0,1.0,5.0,0,0,0,6,0,0,1,0
annotated_Piano7_candace_page3,13,E5,5.0,P1,76,True,4.0,4.0,4,6,0.6666666666666666,0,3.0,5.0,0,0,0,6,1,0,1,0
annotated_Piano7_candace_page3,13,A2,5.0,P1,45,True,-31.0,31.0,5,6,0.8333333333333334,0,5.0,2.0,0,0,1,3,0,1,0,1
annotated_Piano7_candace_page3,14,E4,2.0,P1,64,True,19.0,19.0,0,9,0.0,0,5.0,1.0,0,0,1,5,0,0,1,0
annotated_Piano7_candace_page3,14,D4,1.0,P1,62,True,-2.0,2.0,1,9,0.1111111111111111,0,2.0,4.0,0,1,0,5,0,0,0,1
annotated_Piano7_candace_page3,14,G#4,4.0,P1,68,True,6.0,6.0,2,9,0.2222222222222222,0,1.0,5.0,1,0,0,5,0,0,1,0
annotated_Piano7_candace_page3,14,A4,5.0,P1,69,True,1.0,1.0,3,9,0.3333333333333333,0,4.0,3.0,0,1,0,5,0,0,1,0
annotated_Piano7_candace_page3,14,A3,3.0,P1,57,True,-12.0,12.0,4,9,0.4444444444444444,0,5.0,3.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,14,E3,3.0,P1,52,True,-5.0,5.0,5,9,0.5555555555555556,0,3.0,1.0,0,0,0,4,0,1,0,1
annotated_Piano7_candace_page3,14,C4,1.0,P1,60,True,8.0,8.0,6,9,0.6666666666666666,0,3.0,1.0,0,0,1,5,0,0,1,0
annotated_Piano7_candace_page3,14,C3,1.0,P1,48,True,-12.0,12.0,7,9,0.7777777777777778,0,1.0,5.0,0,0,1,4,0,1,0,1
annotated_Piano7_candace_page3,14,E3,5.0,P1,52,True,4.0,4.0,8,9,0.8888888888888888,0,1.0,2.0,0,0,0,4,0,1,1,0
annotated_Piano7_candace_page3,15,E4,2.0,P1,64,True,12.0,12.0,0,7,0.0,0,5.0,1.0,0,0,1,5,0,0,1,0
annotated_Piano7_candace_page3,15,D4,1.0,P1,62,True,-2.0,2.0,1,7,0.14285714285714285,0,2.0,4.0,0,1,0,5,0,0,0,1
annotated_Piano7_candace_page3,15,G#4,4.0,P1,68,True,6.0,6.0,2,7,0.2857142857142857,0,1.0,5.0,1,0,0,5,0,0,1,0
annotated_Piano7_candace_page3,15,A4,5.0,P1,69,True,1.0,1.0,3,7,0.42857142857142855,0,4.0,1.0,0,1,0,5,0,0,1,0
annotated_Piano7_candace_page3,15,C#4,1.0,P1,61,True,-8.0,8.0,4,7,0.5714285714285714,0,5.0,3.0,1,0,1,5,0,0,0,1
annotated_Piano7_candace_page3,15,A3,3.0,P1,57,True,-4.0,4.0,5,7,0.7142857142857143,0,1.0,5.0,0,0,0,4,0,1,0,1
annotated_Piano7_candace_page3,15,E3,5.0,P1,52,True,-5.0,5.0,6,7,0.8571428571428571,0,3.0,0.0,0,0,0,4,0,1,0,1
annotated_piano17_cmajor_page1,1,C4,1.0,P1,60,True,0.0,0.0,0,8,0.0,0,0.0,2.0,0,1,0,5,0,0,0,0
annotated_piano17_cmajor_page1,1,D4,2.0,P1,62,True,2.0,2.0,1,8,0.125,0,1.0,3.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,1,E4,3.0,P1,64,True,2.0,2.0,2,8,0.25,0,2.0,1.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,1,F4,1.0,P1,65,True,1.0,1.0,3,8,0.375,0,3.0,2.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,1,G4,2.0,P1,67,True,2.0,2.0,4,8,0.5,0,1.0,3.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,1,A4,3.0,P1,69,True,2.0,2.0,5,8,0.625,0,2.0,4.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,1,B4,4.0,P1,71,True,2.0,2.0,6,8,0.75,0,3.0,1.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,1,C5,1.0,P1,72,True,1.0,1.0,7,8,0.875,0,4.0,2.0,0,1,0,6,0,0,1,0
annotated_piano17_cmajor_page1,2,D5,2.0,P1,74,True,2.0,2.0,0,7,0.0,0,1.0,3.0,0,1,0,6,1,0,1,0
annotated_piano17_cmajor_page1,2,E5,3.0,P1,76,True,2.0,2.0,1,7,0.14285714285714285,0,2.0,1.0,0,1,0,6,1,0,1,0
annotated_piano17_cmajor_page1,2,F5,1.0,P1,77,True,1.0,1.0,2,7,0.2857142857142857,0,3.0,2.0,0,1,0,6,1,0,1,0
annotated_piano17_cmajor_page1,2,G5,2.0,P1,79,True,2.0,2.0,3,7,0.42857142857142855,0,1.0,3.0,0,1,0,6,1,0,1,0
annotated_piano17_cmajor_page1,2,A5,3.0,P1,81,True,2.0,2.0,4,7,0.5714285714285714,0,2.0,4.0,0,1,0,6,1,0,1,0
annotated_piano17_cmajor_page1,2,B5,4.0,P1,83,True,2.0,2.0,5,7,0.7142857142857143,0,3.0,5.0,0,1,0,6,1,0,1,0
annotated_piano17_cmajor_page1,2,C6,5.0,P1,84,True,1.0,1.0,6,7,0.8571428571428571,0,4.0,3.0,0,1,0,7,1,0,1,0
annotated_piano17_cmajor_page1,3,A5,3.0,P1,81,True,-3.0,3.0,0,8,0.0,0,5.0,2.0,0,0,0,6,1,0,0,1
annotated_piano17_cmajor_page1,3,G5,2.0,P1,79,True,-2.0,2.0,1,8,0.125,0,3.0,1.0,0,1,0,6,1,0,0,1
annotated_piano17_cmajor_page1,3,F5,1.0,P1,77,True,-2.0,2.0,2,8,0.25,0,2.0,3.0,0,1,0,6,1,0,0,1
annotated_piano17_cmajor_page1,3,E5,3.0,P1,76,True,-1.0,1.0,3,8,0.375,0,1.0,2.0,0,1,0,6,1,0,0,1
annotated_piano17_cmajor_page1,3,D5,2.0,P1,74,True,-2.0,2.0,4,8,0.5,0,3.0,1.0,0,1,0,6,1,0,0,1
annotated_piano17_cmajor_page1,3,C5,1.0,P1,72,True,-2.0,2.0,5,8,0.625,0,2.0,4.0,0,1,0,6,0,0,0,1
annotated_piano17_cmajor_page1,3,B4,4.0,P1,71,True,-1.0,1.0,6,8,0.75,0,1.0,3.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,3,A4,3.0,P1,69,True,-2.0,2.0,7,8,0.875,0,4.0,2.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,4,G4,2.0,P1,67,True,-2.0,2.0,0,5,0.0,0,3.0,1.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,4,F4,1.0,P1,65,True,-2.0,2.0,1,5,0.2,0,2.0,3.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,4,E4,3.0,P1,64,True,-1.0,1.0,2,5,0.4,0,1.0,2.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,4,D4,2.0,P1,62,True,-2.0,2.0,3,5,0.6,0,3.0,1.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,4,C4,1.0,P1,60,True,-2.0,2.0,4,5,0.8,0,2.0,1.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,5,G3,1.0,P1,55,True,-5.0,5.0,0,1,0.0,0,1.0,4.0,0,0,0,4,0,1,0,1
annotated_piano17_cmajor_page1,6,C4,4.0,P1,60,True,5.0,5.0,0,2,0.0,0,1.0,3.0,0,0,0,5,0,0,1,0
annotated_piano17_cmajor_page1,6,B3,3.0,P1,59,True,-1.0,1.0,1,2,0.5,0,4.0,2.0,0,1,0,4,0,1,0,1
annotated_piano17_cmajor_page1,7,A3,2.0,P1,57,True,-2.0,2.0,0,3,0.0,0,3.0,1.0,0,1,0,4,0,1,0,1
annotated_piano17_cmajor_page1,7,G3,1.0,P1,55,True,-2.0,2.0,1,3,0.3333333333333333,0,2.0,3.0,0,1,0,4,0,1,0,1
annotated_piano17_cmajor_page1,7,C4,3.0,P1,60,True,5.0,5.0,2,3,0.6666666666666666,0,1.0,4.0,0,0,0,5,0,0,1,0
annotated_piano17_cmajor_page1,8,D4,4.0,P1,62,True,2.0,2.0,0,3,0.0,0,3.0,5.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,8,E4,5.0,P1,64,True,2.0,2.0,1,3,0.3333333333333333,0,4.0,3.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,8,C4,3.0,P1,60,True,-4.0,4.0,2,3,0.6666666666666666,0,5.0,4.0,0,0,0,5,0,0,0,1
annotated_piano17_cmajor_page1,9,D4,4.0,P1,62,True,2.0,2.0,0,2,0.0,0,3.0,1.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,9,G3,1.0,P1,55,True,-7.0,7.0,1,2,0.5,0,4.0,4.0,0,0,0,4,0,1,0,1
annotated_piano17_cmajor_page1,10,C4,4.0,P1,60,True,5.0,5.0,0,2,0.0,0,1.0,3.0,0,0,0,5,0,0,1,0
annotated_piano17_cmajor_page1,10,B3,3.0,P1,59,True,-1.0,1.0,1,2,0.5,0,4.0,2.0,0,1,0,4,0,1,0,1
annotated_piano17_cmajor_page1,11,A3,2.0,P1,57,True,-2.0,2.0,0,3,0.0,0,3.0,1.0,0,1,0,4,0,1,0,1
annotated_piano17_cmajor_page1,11,G3,1.0,P1,55,True,-2.0,2.0,1,3,0.3333333333333333,0,2.0,2.0,0,1,0,4,0,1,0,1
annotated_piano17_cmajor_page1,11,C4,2.0,P1,60,True,5.0,5.0,2,3,0.6666666666666666,0,1.0,3.0,0,0,0,5,0,0,1,0
annotated_piano17_cmajor_page1,12,D4,3.0,P1,62,True,2.0,2.0,0,4,0.0,0,2.0,4.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,12,E4,4.0,P1,64,True,2.0,2.0,1,4,0.25,0,3.0,5.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,12,F4,5.0,P1,65,True,1.0,1.0,2,4,0.5,0,4.0,2.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,12,C4,2.0,P1,60,True,-5.0,5.0,3,4,0.75,0,5.0,3.0,0,0,0,5,0,0,0,1
annotated_piano17_cmajor_page1,13,D4,3.0,P1,62,True,2.0,2.0,0,3,0.0,0,2.0,2.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,13,C4,2.0,P1,60,True,-2.0,2.0,1,3,0.3333333333333333,0,3.0,1.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,13,G3,1.0,P1,55,True,-5.0,5.0,2,3,0.6666666666666666,0,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano17_cmajor_page1,14,D4,3.0,P1,62,True,7.0,7.0,0,3,0.0,0,1.0,4.0,0,0,0,5,0,0,1,0
annotated_piano17_cmajor_page1,14,E4,4.0,P1,64,True,2.0,2.0,1,3,0.3333333333333333,0,3.0,5.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,14,F4,5.0,P1,65,True,1.0,1.0,2,3,0.6666666666666666,0,4.0,4.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,15,E4,4.0,P1,64,True,-1.0,1.0,0,3,0.0,0,5.0,5.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,15,F4,5.0,P1,65,True,1.0,1.0,1,3,0.3333333333333333,0,4.0,3.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,15,D4,3.0,P1,62,True,-3.0,3.0,2,3,0.6666666666666666,0,5.0,4.0,0,0,0,5,0,0,0,1
annotated_piano17_cmajor_page1,16,E4,4.0,P1,64,True,2.0,2.0,0,3,0.0,0,3.0,5.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,16,F4,5.0,P1,65,True,1.0,1.0,1,3,0.3333333333333333,0,4.0,2.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,16,B3,2.0,P1,59,True,-6.0,6.0,2,3,0.6666666666666666,0,5.0,1.0,0,0,0,4,0,1,0,1
