file,measure,pitch,fingering,part,midi,has_annotation,interval,abs_interval,measure_position,measure_length,measure_position_norm,hand_encoding,prev_fingering,next_fingering,is_black_key,is_step_motion,is_large_jump,octave,is_high_register,is_low_register,is_ascending,is_descending
annotated_piano17_cmajor_page1,17,C4,1.0,P1,60,True,1.0,1.0,0,2,0.0,0,2.0,5.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,17,A4,5.0,P1,69,True,9.0,9.0,1,2,0.5,0,1.0,4.0,0,0,1,5,0,0,1,0
annotated_piano17_cmajor_page1,18,G4,4.0,P1,67,True,-2.0,2.0,0,4,0.0,0,5.0,1.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,18,D4,1.0,P1,62,True,-5.0,5.0,1,4,0.25,0,4.0,2.0,0,0,0,5,0,0,0,1
annotated_piano17_cmajor_page1,18,E4,2.0,P1,64,True,2.0,2.0,2,4,0.5,0,1.0,3.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,18,F4,3.0,P1,65,True,1.0,1.0,3,4,0.75,0,2.0,3.0,0,1,0,5,0,0,1,0
annotated_piano17_cmajor_page1,19,E4,3.0,P1,64,True,-1.0,1.0,0,5,0.0,0,3.0,2.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,19,D4,2.0,P1,62,True,-2.0,2.0,1,5,0.2,0,3.0,1.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,19,A3,1.0,P1,57,True,-5.0,5.0,2,5,0.4,0,2.0,2.0,0,0,0,4,0,1,0,1
annotated_piano17_cmajor_page1,19,B3,2.0,P1,59,True,2.0,2.0,3,5,0.6,0,1.0,1.0,0,1,0,4,0,1,1,0
annotated_piano17_cmajor_page1,19,G3,1.0,P1,55,True,-4.0,4.0,4,5,0.8,0,2.0,2.0,0,0,0,4,0,1,0,1
annotated_piano17_cmajor_page1,20,A3,2.0,P1,57,True,2.0,2.0,0,3,0.0,0,1.0,5.0,0,1,0,4,0,1,1,0
annotated_piano17_cmajor_page1,20,F4,5.0,P1,65,True,8.0,8.0,1,3,0.3333333333333333,0,2.0,4.0,0,0,1,5,0,0,1,0
annotated_piano17_cmajor_page1,20,E4,4.0,P1,64,True,-1.0,1.0,2,3,0.6666666666666666,0,5.0,3.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,21,D4,3.0,P1,62,True,-2.0,2.0,0,3,0.0,0,4.0,2.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,21,C4,2.0,P1,60,True,-2.0,2.0,1,3,0.3333333333333333,0,3.0,1.0,0,1,0,5,0,0,0,1
annotated_piano17_cmajor_page1,21,B3,1.0,P1,59,True,-1.0,1.0,2,3,0.6666666666666666,0,2.0,2.0,0,1,0,4,0,1,0,1
annotated_piano17_cmajor_page1,22,C4,2.0,P1,60,True,1.0,1.0,0,1,0.0,0,1.0,0.0,0,1,0,5,0,0,1,0
annotated_piano5_cornflower_page1,1,G5,4.0,P1,79,True,0.0,0.0,0,7,0.0,0,0.0,5.0,0,1,0,6,1,0,0,0
annotated_piano5_cornflower_page1,1,A#4,5.0,P1,70,True,-9.0,9.0,1,7,0.14285714285714285,0,4.0,4.0,1,0,1,5,0,0,0,1
annotated_piano5_cornflower_page1,1,B4,4.0,P1,71,True,1.0,1.0,2,7,0.2857142857142857,0,5.0,2.0,0,1,0,5,0,0,1,0
annotated_piano5_cornflower_page1,1,D5,2.0,P1,74,True,3.0,3.0,3,7,0.42857142857142855,0,4.0,3.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,2,F#5,3.0,P1,78,True,4.0,4.0,0,3,0.0,0,2.0,4.0,1,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,3,G5,4.0,P1,79,True,1.0,1.0,0,6,0.0,0,3.0,5.0,0,1,0,6,1,0,1,0
annotated_piano5_cornflower_page1,3,A#4,5.0,P1,70,True,-9.0,9.0,1,6,0.16666666666666666,0,4.0,4.0,1,0,1,5,0,0,0,1
annotated_piano5_cornflower_page1,3,B4,4.0,P1,71,True,1.0,1.0,2,6,0.3333333333333333,0,5.0,2.0,0,1,0,5,0,0,1,0
annotated_piano5_cornflower_page1,3,D5,2.0,P1,74,True,3.0,3.0,3,6,0.5,0,4.0,3.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,4,F#5,3.0,P1,78,True,4.0,4.0,0,5,0.0,0,2.0,5.0,1,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,4,A5,5.0,P1,81,True,3.0,3.0,1,5,0.2,0,3.0,2.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,4,E5,2.0,P1,76,True,-5.0,5.0,2,5,0.4,0,5.0,2.0,0,0,0,6,1,0,0,1
annotated_piano5_cornflower_page1,5,D5,2.0,P1,74,True,-2.0,2.0,0,3,0.0,0,2.0,3.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page1,6,C5,3.0,P1,72,True,-2.0,2.0,0,3,0.0,0,2.0,2.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page1,7,B4,2.0,P1,71,True,-1.0,1.0,0,3,0.0,0,3.0,2.0,0,1,0,5,0,0,0,1
annotated_piano5_cornflower_page1,8,E5,2.0,P1,76,True,5.0,5.0,0,6,0.0,0,2.0,1.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,8,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,3.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page1,8,C5,3.0,P1,72,True,-2.0,2.0,2,6,0.3333333333333333,0,1.0,4.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page1,9,B4,4.0,P1,71,True,-1.0,1.0,0,4,0.0,0,3.0,2.0,0,1,0,5,0,0,0,1
annotated_piano5_cornflower_page1,10,E5,2.0,P1,76,True,5.0,5.0,0,5,0.0,0,4.0,1.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,10,D5,1.0,P1,74,True,-2.0,2.0,1,5,0.2,0,2.0,3.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page1,10,C5,3.0,P1,72,True,-2.0,2.0,2,5,0.4,0,1.0,4.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page1,11,G5,4.0,P1,79,True,7.0,7.0,0,4,0.0,0,3.0,3.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page1,12,F#5,3.0,P1,78,True,-1.0,1.0,0,5,0.0,0,4.0,2.0,1,1,0,6,1,0,0,1
annotated_piano5_cornflower_page1,12,E5,2.0,P1,76,True,-2.0,2.0,1,5,0.2,0,3.0,1.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page1,13,D5,1.0,P1,74,True,-2.0,2.0,0,4,0.0,0,2.0,2.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page1,14,E5,2.0,P1,76,True,2.0,2.0,0,6,0.0,0,1.0,1.0,0,1,0,6,1,0,1,0
annotated_piano5_cornflower_page1,14,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,3.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page1,14,C5,3.0,P1,72,True,-2.0,2.0,2,6,0.3333333333333333,0,1.0,1.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page1,15,D5,1.0,P1,74,True,2.0,2.0,0,4,0.0,0,3.0,0.0,0,1,0,6,1,0,1,0
annotated_piano5_cornflower_page1,1,B3,1.0,P2,59,True,0.0,0.0,4,7,0.5714285714285714,1,0.0,1.0,0,1,0,4,0,1,0,0
annotated_piano5_cornflower_page1,1,G3,1.0,P2,55,True,-4.0,4.0,5,7,0.7142857142857143,1,1.0,4.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,1,D3,4.0,P2,50,True,-5.0,5.0,6,7,0.8571428571428571,1,1.0,1.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,2,A3,1.0,P2,57,True,7.0,7.0,1,3,0.3333333333333333,1,4.0,3.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page1,2,F#3,3.0,P2,54,True,-3.0,3.0,2,3,0.6666666666666666,1,1.0,2.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,3,G3,2.0,P2,55,True,1.0,1.0,4,6,0.6666666666666666,1,3.0,5.0,0,1,0,4,0,1,1,0
annotated_piano5_cornflower_page1,3,D3,5.0,P2,50,True,-5.0,5.0,5,6,0.8333333333333334,1,2.0,1.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,4,A3,1.0,P2,57,True,7.0,7.0,3,5,0.6,1,5.0,3.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page1,4,F#3,3.0,P2,54,True,-3.0,3.0,4,5,0.8,1,1.0,2.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,5,G3,2.0,P2,55,True,1.0,1.0,1,3,0.3333333333333333,1,3.0,5.0,0,1,0,4,0,1,1,0
annotated_piano5_cornflower_page1,5,D3,5.0,P2,50,True,-5.0,5.0,2,3,0.6666666666666666,1,2.0,1.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,6,A3,1.0,P2,57,True,7.0,7.0,1,3,0.3333333333333333,1,5.0,3.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page1,6,F#3,3.0,P2,54,True,-3.0,3.0,2,3,0.6666666666666666,1,1.0,2.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,7,G3,2.0,P2,55,True,1.0,1.0,1,3,0.3333333333333333,1,3.0,5.0,0,1,0,4,0,1,1,0
annotated_piano5_cornflower_page1,7,D3,5.0,P2,50,True,-5.0,5.0,2,3,0.6666666666666666,1,2.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,8,C4,2.0,P2,60,True,10.0,10.0,3,6,0.5,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page1,8,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,8,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,9,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page1,9,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,9,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,10,C4,2.0,P2,60,True,10.0,10.0,3,5,0.6,1,5.0,3.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page1,10,F#3,3.0,P2,54,True,-6.0,6.0,4,5,0.8,1,2.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,11,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page1,11,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,11,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,12,C4,2.0,P2,60,True,10.0,10.0,2,5,0.4,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page1,12,A3,1.0,P2,57,True,-3.0,3.0,3,5,0.6,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,12,F#3,3.0,P2,54,True,-3.0,3.0,4,5,0.8,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,13,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page1,13,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,13,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,14,C4,2.0,P2,60,True,10.0,10.0,3,6,0.5,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page1,14,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,14,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,15,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page1,15,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page1,15,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,0.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,1,E5,2.0,P1,76,True,0.0,0.0,0,6,0.0,0,0.0,1.0,0,1,0,6,1,0,0,0
annotated_piano5_cornflower_page2,1,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,3.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page2,1,C5,3.0,P1,72,True,-2.0,2.0,2,6,0.3333333333333333,0,1.0,1.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page2,2,D5,1.0,P1,74,True,2.0,2.0,0,4,0.0,0,3.0,4.0,0,1,0,6,1,0,1,0
annotated_piano5_cornflower_page2,4,G5,4.0,P1,79,True,5.0,5.0,0,7,0.0,0,1.0,5.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,4,A#4,5.0,P1,70,True,-9.0,9.0,1,7,0.14285714285714285,0,4.0,4.0,1,0,1,5,0,0,0,1
annotated_piano5_cornflower_page2,4,B4,4.0,P1,71,True,1.0,1.0,2,7,0.2857142857142857,0,5.0,2.0,0,1,0,5,0,0,1,0
annotated_piano5_cornflower_page2,4,D5,2.0,P1,74,True,3.0,3.0,3,7,0.42857142857142855,0,4.0,3.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,5,F#5,3.0,P1,78,True,4.0,4.0,0,4,0.0,0,2.0,4.0,1,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,6,G5,4.0,P1,79,True,1.0,1.0,0,7,0.0,0,3.0,5.0,0,1,0,6,1,0,1,0
annotated_piano5_cornflower_page2,6,A#4,5.0,P1,70,True,-9.0,9.0,1,7,0.14285714285714285,0,4.0,4.0,1,0,1,5,0,0,0,1
annotated_piano5_cornflower_page2,6,B4,4.0,P1,71,True,1.0,1.0,2,7,0.2857142857142857,0,5.0,2.0,0,1,0,5,0,0,1,0
annotated_piano5_cornflower_page2,6,D5,2.0,P1,74,True,3.0,3.0,3,7,0.42857142857142855,0,4.0,3.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,7,F#5,3.0,P1,78,True,4.0,4.0,0,6,0.0,0,2.0,5.0,1,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,7,A5,5.0,P1,81,True,3.0,3.0,1,6,0.16666666666666666,0,3.0,2.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,7,E5,2.0,P1,76,True,-5.0,5.0,2,6,0.3333333333333333,0,5.0,3.0,0,0,0,6,1,0,0,1
annotated_piano5_cornflower_page2,8,D5,3.0,P1,74,True,-2.0,2.0,0,4,0.0,0,2.0,4.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page2,9,C5,4.0,P1,72,True,-2.0,2.0,0,4,0.0,0,3.0,5.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page2,10,B4,5.0,P1,71,True,-1.0,1.0,0,4,0.0,0,4.0,2.0,0,1,0,5,0,0,0,1
annotated_piano5_cornflower_page2,11,E5,2.0,P1,76,True,5.0,5.0,0,6,0.0,0,5.0,1.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,11,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,4.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page2,11,C5,4.0,P1,72,True,-2.0,2.0,2,6,0.3333333333333333,0,1.0,5.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page2,12,B4,5.0,P1,71,True,-1.0,1.0,0,4,0.0,0,4.0,2.0,0,1,0,5,0,0,0,1
annotated_piano5_cornflower_page2,13,E5,2.0,P1,76,True,5.0,5.0,0,6,0.0,0,5.0,1.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,13,D5,1.0,P1,74,True,-2.0,2.0,1,6,0.16666666666666666,0,2.0,4.0,0,1,0,6,1,0,0,1
annotated_piano5_cornflower_page2,13,C5,4.0,P1,72,True,-2.0,2.0,2,6,0.3333333333333333,0,1.0,4.0,0,1,0,6,0,0,0,1
annotated_piano5_cornflower_page2,14,G5,4.0,P1,79,True,7.0,7.0,0,4,0.0,0,4.0,0.0,0,0,0,6,1,0,1,0
annotated_piano5_cornflower_page2,1,C4,2.0,P2,60,True,0.0,0.0,3,6,0.5,1,0.0,1.0,0,1,0,5,0,0,0,0
annotated_piano5_cornflower_page2,1,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,1,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,2,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,4.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page2,2,G3,4.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,2,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,4.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,3,C4,2.0,P2,60,True,10.0,10.0,0,3,0.0,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page2,3,A3,1.0,P2,57,True,-3.0,3.0,1,3,0.3333333333333333,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,3,F#3,3.0,P2,54,True,-3.0,3.0,2,3,0.6666666666666666,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,4,B3,1.0,P2,59,True,5.0,5.0,4,7,0.5714285714285714,1,3.0,4.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page2,4,G3,4.0,P2,55,True,-4.0,4.0,5,7,0.7142857142857143,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,4,D3,5.0,P2,50,True,-5.0,5.0,6,7,0.8571428571428571,1,4.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,5,C4,2.0,P2,60,True,10.0,10.0,1,4,0.25,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page2,5,A3,1.0,P2,57,True,-3.0,3.0,2,4,0.5,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,5,F#3,3.0,P2,54,True,-3.0,3.0,3,4,0.75,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,6,B3,1.0,P2,59,True,5.0,5.0,4,7,0.5714285714285714,1,3.0,4.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page2,6,G3,4.0,P2,55,True,-4.0,4.0,5,7,0.7142857142857143,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,6,D3,5.0,P2,50,True,-5.0,5.0,6,7,0.8571428571428571,1,4.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,7,C4,2.0,P2,60,True,10.0,10.0,3,6,0.5,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page2,7,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,7,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,8,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,1.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page2,8,G3,1.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,8,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,1.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,9,C4,2.0,P2,60,True,10.0,10.0,1,4,0.25,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page2,9,A3,1.0,P2,57,True,-3.0,3.0,2,4,0.5,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,9,F#3,3.0,P2,54,True,-3.0,3.0,3,4,0.75,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,10,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,4.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page2,10,G3,4.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,10,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,4.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,11,C4,2.0,P2,60,True,10.0,10.0,3,6,0.5,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page2,11,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,11,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,1.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,12,B3,1.0,P2,59,True,5.0,5.0,1,4,0.25,1,3.0,2.0,0,0,0,4,0,1,1,0
annotated_piano5_cornflower_page2,12,G3,2.0,P2,55,True,-4.0,4.0,2,4,0.5,1,1.0,5.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,12,D3,5.0,P2,50,True,-5.0,5.0,3,4,0.75,1,2.0,2.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,13,C4,2.0,P2,60,True,10.0,10.0,3,6,0.5,1,5.0,1.0,0,0,1,5,0,0,1,0
annotated_piano5_cornflower_page2,13,A3,1.0,P2,57,True,-3.0,3.0,4,6,0.6666666666666666,1,2.0,3.0,0,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,13,F#3,3.0,P2,54,True,-3.0,3.0,5,6,0.8333333333333334,1,1.0,2.0,1,0,0,4,0,1,0,1
annotated_piano5_cornflower_page2,14,C4,2.0,P2,60,True,6.0,6.0,1,4,0.25,1,3.0,1.0,0,0,0,5,0,0,1,0
annotated_piano5_cornflower_page2,14,B3,1.0,P2,59,True,-1.0,1.0,2,4,0.5,1,2.0,4.0,0,1,0,4,0,1,0,1
annotated_piano5_cornflower_page2,14,G3,4.0,P2,55,True,-4.0,4.0,3,4,0.75,1,1.0,0.0,0,0,0,4,0,1,0,1
Eine_Kleine,1,G4,,P1,67,False,0.0,0.0,0,4,0.0,0,0.0,0.0,0,1,0,5,0,0,0,0
Eine_Kleine,1,D4,,P1,62,False,-5.0,5.0,1,4,0.25,0,0.0,0.0,0,0,0,5,0,0,0,1
Eine_Kleine,1,G3,,P1,55,False,-7.0,7.0,2,4,0.5,0,0.0,0.0,0,0,0,4,0,1,0,1
Eine_Kleine,1,D3,,P1,50,False,-5.0,5.0,3,4,0.75,0,0.0,0.0,0,0,0,4,0,1,0,1
Eine_Kleine,2,G4,,P1,67,False,17.0,17.0,0,7,0.0,0,0.0,0.0,0,0,1,5,0,0,1,0
Eine_Kleine,2,D4,,P1,62,False,-5.0,5.0,1,7,0.14285714285714285,0,0.0,0.0,0,0,0,5,0,0,0,1
Eine_Kleine,2,B4,,P1,71,False,9.0,9.0,2,7,0.2857142857142857,0,0.0,0.0,0,0,1,5,0,0,1,0
Eine_Kleine,2,D5,,P1,74,False,3.0,3.0,3,7,0.42857142857142855,0,0.0,0.0,0,0,0,6,1,0,1,0
Eine_Kleine,2,G3,,P1,55,False,-19.0,19.0,4,7,0.5714285714285714,0,0.0,0.0,0,0,1,4,0,1,0,1
Eine_Kleine,2,D3,,P1,50,False,-5.0,5.0,5,7,0.7142857142857143,0,0.0,0.0,0,0,0,4,0,1,0,1
Eine_Kleine,2,B3,,P1,59,False,9.0,9.0,6,7,0.8571428571428571,0,0.0,0.0,0,0,1,4,0,1,1,0
Eine_Kleine,3,C5,,P1,72,False,13.0,13.0,0,4,0.0,0,0.0,0.0,0,0,1,6,0,0,1,0
Eine_Kleine,3,A4,,P1,69,False,-3.0,3.0,1,4,0.25,0,0.0,0.0,0,0,0,5,0,0,0,1
Eine_Kleine,3,C4,,P1,60,False,-9.0,9.0,2,4,0.5,0,0.0,0.0,0,0,1,5,0,0,0,1
Eine_Kleine,3,A3,,P1,57,False,-3.0,3.0,3,4,0.75,0,0.0,0.0,0,0,0,4,0,1,0,1
Eine_Kleine,4,C5,,P1,72,False,15.0,15.0,0,8,0.0,0,0.0,0.0,0,0,1,6,0,0,1,0
Eine_Kleine,4,A4,,P1,69,False,-3.0,3.0,1,8,0.125,0,0.0,0.0,0,0,0,5,0,0,0,1
Eine_Kleine,4,F#4,,P1,66,False,-3.0,3.0,2,8,0.25,0,0.0,0.0,1,0,0,5,0,0,0,1
Eine_Kleine,4,D4,,P1,62,False,-4.0,4.0,3,8,0.375,0,0.0,0.0,0,0,0,5,0,0,0,1
Eine_Kleine,4,C4,,P1,60,False,-2.0,2.0,4,8,0.5,0,0.0,0.0,0,1,0,5,0,0,0,1
Eine_Kleine,4,A3,,P1,57,False,-3.0,3.0,5,8,0.625,0,0.0,0.0,0,0,0,4,0,1,0,1
Eine_Kleine,4,F#3,,P1,54,False,-3.0,3.0,6,8,0.75,0,0.0,0.0,1,0,0,4,0,1,0,1
Eine_Kleine,4,D3,,P1,50,False,-4.0,4.0,7,8,0.875,0,0.0,0.0,0,0,0,4,0,1,0,1
Eine_Kleine,5,B3,,P1,59,False,9.0,9.0,0,5,0.0,0,0.0,0.0,0,0,1,4,0,1,1,0
Eine_Kleine,5,D4,,P1,62,False,3.0,3.0,1,5,0.2,0,0.0,0.0,0,0,0,5,0,0,1,0
Eine_Kleine,5,G4,,P1,67,False,5.0,5.0,2,5,0.4,0,0.0,0.0,0,0,0,5,0,0,1,0
Eine_Kleine,5,B4,,P1,71,False,4.0,4.0,3,5,0.6,0,0.0,0.0,0,0,0,5,0,0,1,0
Eine_Kleine,5,A4,,P1,69,False,-2.0,2.0,4,5,0.8,0,0.0,0.0,0,1,0,5,0,0,0,1
Eine_Kleine,6,G4,,P1,67,False,-2.0,2.0,0,6,0.0,0,0.0,0.0,0,1,0,5,0,0,0,1
Eine_Kleine,6,F#4,,P1,66,False,-1.0,1.0,1,6,0.16666666666666666,0,0.0,0.0,1,1,0,5,0,0,0,1
